definition2,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
brush,0.17,0.15,0.32,0.36,0.4,0.44,0.58,0.63,0.69,0.7,0.73,0.79,0.9,0.82,0.92
bucket,0.03,0.05,0.09,0.17,0.14,0.24,0.28,0.36,0.42,0.48,0.51,0.54,0.72,0.63,0.78
camera,0.02,0.01,0.09,0.13,0.18,0.23,0.34,0.35,0.47,0.53,0.6,0.62,0.75,0.68,0.83
can_household,0.01,0.03,0.06,0.11,0.13,0.14,0.22,0.27,0.34,0.4,0.44,0.48,0.61,0.57,0.69
clock,0.14,0.15,0.29,0.34,0.38,0.38,0.49,0.56,0.61,0.65,0.68,0.72,0.85,0.79,0.89
comb,0.06,0.08,0.18,0.22,0.27,0.27,0.36,0.42,0.45,0.55,0.67,0.59,0.77,0.69,0.82
cup,0.24,0.3,0.46,0.57,0.6,0.64,0.77,0.79,0.81,0.88,0.92,0.91,0.95,0.91,0.97
dish,0.03,0.03,0.1,0.13,0.16,0.19,0.27,0.31,0.33,0.42,0.43,0.53,0.67,0.55,0.67
fork,0.07,0.15,0.27,0.35,0.41,0.47,0.64,0.68,0.71,0.75,0.81,0.89,0.92,0.81,0.93
garbage,0.03,0.07,0.1,0.17,0.22,0.23,0.28,0.4,0.41,0.47,0.54,0.59,0.66,0.61,0.71
glass,0.03,0.04,0.1,0.16,0.18,0.23,0.32,0.37,0.47,0.49,0.64,0.59,0.75,0.65,0.79
glasses,0.09,0.11,0.22,0.3,0.29,0.37,0.46,0.55,0.6,0.66,0.7,0.72,0.87,0.78,0.84
hammer,0.03,0.03,0.1,0.17,0.18,0.23,0.3,0.4,0.41,0.45,0.55,0.63,0.73,0.62,0.79
jar,0.03,0.11,0.13,0.19,0.22,0.31,0.38,0.42,0.31,0.34,0.36,0.47,0.44,0.58,0.57
keys,0.31,0.21,0.38,0.46,0.44,0.41,0.48,0.5,0.68,0.71,0.84,0.72,0.95,0.67,0.85
knife,0.02,0.01,0.1,0.14,0.16,0.24,0.38,0.42,0.47,0.55,0.61,0.66,0.8,0.69,0.83
lamp,0.01,0.02,0.05,0.1,0.14,0.15,0.24,0.26,0.31,0.35,0.4,0.47,0.58,0.5,0.66
light,0.25,0.2,0.42,0.44,0.53,0.55,0.7,0.7,0.77,0.79,0.85,0.85,0.94,0.86,0.95
medicine,0.04,0.05,0.14,0.22,0.22,0.29,0.38,0.46,0.55,0.62,0.71,0.68,0.84,0.75,0.87
money,0.06,0.08,0.16,0.27,0.31,0.37,0.44,0.55,0.59,0.65,0.77,0.75,0.9,0.79,0.89
mop,0.01,0.02,0.04,0.07,0.09,0.12,0.17,0.18,0.25,0.25,0.33,0.35,0.52,0.41,0.55
nail,0.01,0.01,0.03,0.1,0.05,0.12,0.18,0.26,0.27,0.34,0.39,0.46,0.58,0.51,0.63
napkin,0.02,0.04,0.1,0.15,0.22,0.28,0.39,0.44,0.54,0.57,0.65,0.64,0.82,0.72,0.87
paper,0.08,0.11,0.21,0.31,0.32,0.42,0.52,0.61,0.67,0.71,0.78,0.77,0.9,0.86,0.92
penny,0.02,0.03,0.08,0.1,0.13,0.18,0.28,0.31,0.36,0.45,0.53,0.55,0.67,0.61,0.7
picture,0.04,0.05,0.18,0.22,0.22,0.28,0.41,0.47,0.56,0.64,0.69,0.72,0.85,0.8,0.89
pillow,0.09,0.13,0.23,0.33,0.36,0.43,0.54,0.68,0.66,0.74,0.78,0.82,0.92,0.85,0.94
plant,0.02,0.05,0.1,0.13,0.18,0.22,0.28,0.31,0.37,0.45,0.53,0.51,0.67,0.6,0.75
plate,0.04,0.04,0.16,0.2,0.26,0.35,0.45,0.53,0.57,0.64,0.64,0.7,0.84,0.77,0.88
purse,0.05,0.07,0.15,0.22,0.22,0.34,0.36,0.41,0.51,0.55,0.6,0.65,0.79,0.67,0.8
radio,0.02,0.02,0.05,0.12,0.12,0.2,0.26,0.24,0.28,0.37,0.49,0.52,0.65,0.57,0.67
scissors,0.01,0.01,0.06,0.14,0.12,0.19,0.26,0.37,0.42,0.51,0.61,0.59,0.76,0.73,0.82
soap,0.07,0.1,0.23,0.3,0.36,0.44,0.52,0.58,0.68,0.74,0.75,0.83,0.91,0.83,0.91
spoon,0.2,0.26,0.45,0.52,0.58,0.62,0.74,0.79,0.78,0.83,0.87,0.89,0.95,0.89,0.96
tape,0.02,0.01,0.09,0.13,0.14,0.18,0.25,0.34,0.41,0.45,0.55,0.59,0.73,0.64,0.77
telephone,0.16,0.16,0.32,0.4,0.49,0.54,0.66,0.68,0.72,0.81,0.83,0.87,0.95,0.89,0.96
tissue/kleenex,0.03,0.04,0.11,0.19,0.21,0.31,0.36,0.4,0.52,0.54,0.64,0.63,0.82,0.68,0.83
toothbrush,0.12,0.16,0.33,0.37,0.44,0.47,0.6,0.7,0.72,0.78,0.79,0.85,0.94,0.87,0.95
towel,0.06,0.09,0.2,0.26,0.29,0.38,0.5,0.56,0.63,0.7,0.74,0.75,0.91,0.8,0.92
trash,0.07,0.11,0.21,0.29,0.27,0.35,0.46,0.45,0.54,0.51,0.6,0.62,0.78,0.69,0.8
tray,0.01,0.01,0.02,0.04,0.05,0.07,0.08,0.11,0.14,0.15,0.18,0.22,0.33,0.32,0.4
vacuum,0.06,0.08,0.18,0.26,0.26,0.32,0.39,0.42,0.49,0.58,0.63,0.69,0.8,0.73,0.83
walker,0,0,0.01,0.02,0.04,0.04,0.06,0.1,0.07,0.1,0.17,0.18,0.22,0.21,0.29
watch_noun,0.07,0.08,0.2,0.24,0.25,0.3,0.42,0.44,0.52,0.55,0.65,0.65,0.83,0.7,0.83
basement,0.01,0.01,0.02,0.03,0.04,0.08,0.1,0.14,0.12,0.17,0.19,0.26,0.27,0.22,0.24
bathroom,0.04,0.06,0.16,0.23,0.28,0.34,0.5,0.55,0.59,0.67,0.71,0.73,0.88,0.83,0.92
bathtub,0.16,0.16,0.3,0.35,0.39,0.43,0.56,0.62,0.65,0.69,0.8,0.79,0.89,0.79,0.93
bed,0.11,0.21,0.37,0.43,0.53,0.59,0.68,0.79,0.81,0.86,0.84,0.91,0.96,0.91,0.97
bedroom,0.02,0.04,0.09,0.15,0.15,0.22,0.33,0.4,0.46,0.51,0.57,0.64,0.8,0.7,0.85
bench,0.01,0.01,0.02,0.05,0.04,0.06,0.1,0.12,0.14,0.19,0.24,0.25,0.41,0.37,0.48
chair,0.16,0.21,0.4,0.44,0.44,0.57,0.7,0.72,0.78,0.81,0.82,0.9,0.95,0.89,0.94
closet,0.01,0.01,0.05,0.11,0.11,0.17,0.27,0.28,0.42,0.44,0.55,0.62,0.74,0.69,0.8
couch,0.03,0.05,0.14,0.19,0.23,0.32,0.38,0.47,0.51,0.58,0.66,0.7,0.84,0.75,0.85
crib,0.03,0.04,0.11,0.15,0.21,0.26,0.36,0.37,0.46,0.5,0.58,0.58,0.73,0.64,0.76
door,0.23,0.27,0.39,0.48,0.52,0.59,0.7,0.76,0.79,0.84,0.86,0.92,0.95,0.91,0.96
drawer,0.02,0.02,0.05,0.09,0.08,0.15,0.18,0.24,0.33,0.34,0.48,0.51,0.64,0.58,0.67
dryer,0.01,0.01,0.05,0.09,0.07,0.1,0.16,0.23,0.27,0.33,0.42,0.42,0.61,0.52,0.66
garage,0.01,0.01,0.05,0.1,0.12,0.18,0.26,0.29,0.38,0.44,0.5,0.55,0.7,0.6,0.74
high chair,0.05,0.08,0.18,0.2,0.2,0.29,0.36,0.38,0.46,0.47,0.54,0.57,0.72,0.63,0.7
kitchen,0.03,0.05,0.13,0.2,0.22,0.32,0.4,0.54,0.57,0.61,0.71,0.75,0.86,0.79,0.91
living room,0.01,0.01,0.04,0.07,0.08,0.1,0.2,0.28,0.29,0.36,0.49,0.49,0.62,0.59,0.71
oven,0.01,0.02,0.05,0.13,0.12,0.2,0.26,0.29,0.36,0.41,0.48,0.51,0.66,0.63,0.75
play pen,0.01,0,0.02,0.04,0.04,0.04,0.09,0.09,0.1,0.12,0.19,0.21,0.32,0.24,0.32
porch,0,0,0.01,0.05,0.06,0.09,0.13,0.15,0.18,0.23,0.28,0.4,0.43,0.4,0.49
potty,0.11,0.2,0.34,0.47,0.49,0.54,0.65,0.7,0.77,0.81,0.84,0.84,0.92,0.88,0.94
rocking chair,0.04,0.04,0.11,0.16,0.2,0.2,0.35,0.32,0.38,0.44,0.48,0.55,0.65,0.61,0.73
refrigerator,0.02,0.04,0.07,0.16,0.16,0.18,0.28,0.31,0.42,0.5,0.57,0.58,0.79,0.66,0.81
room,0.03,0.04,0.1,0.18,0.17,0.27,0.34,0.46,0.51,0.59,0.65,0.65,0.83,0.75,0.86
shower,0.05,0.08,0.17,0.24,0.28,0.33,0.45,0.49,0.55,0.62,0.72,0.72,0.83,0.77,0.84
sink,0.02,0.03,0.09,0.13,0.17,0.23,0.34,0.4,0.46,0.51,0.63,0.65,0.76,0.74,0.82
sofa,0.01,0.01,0.04,0.07,0.08,0.08,0.1,0.16,0.21,0.23,0.27,0.34,0.42,0.41,0.42
stairs,0.05,0.06,0.13,0.21,0.19,0.22,0.4,0.39,0.47,0.56,0.62,0.58,0.83,0.66,0.79
stove,0.02,0.07,0.1,0.17,0.19,0.26,0.37,0.4,0.38,0.44,0.5,0.61,0.65,0.67,0.72
table,0.04,0.06,0.16,0.26,0.27,0.31,0.48,0.53,0.59,0.68,0.7,0.74,0.88,0.82,0.91
TV,0.1,0.15,0.31,0.38,0.42,0.49,0.64,0.64,0.72,0.78,0.82,0.82,0.95,0.89,0.93
window,0.04,0.05,0.11,0.2,0.23,0.21,0.3,0.36,0.48,0.54,0.63,0.65,0.84,0.72,0.82
washing machine,0.01,0.05,0.08,0.1,0.12,0.22,0.28,0.37,0.32,0.38,0.41,0.53,0.6,0.64,0.71
backyard,0.02,0.01,0.06,0.09,0.11,0.15,0.23,0.26,0.34,0.38,0.48,0.5,0.69,0.6,0.73
cloud,0.03,0.03,0.11,0.19,0.18,0.25,0.35,0.4,0.47,0.48,0.54,0.61,0.76,0.68,0.81
flag,0.03,0.04,0.1,0.16,0.14,0.22,0.26,0.31,0.39,0.47,0.54,0.47,0.71,0.58,0.76
flower,0.2,0.23,0.41,0.5,0.5,0.52,0.66,0.74,0.76,0.82,0.86,0.88,0.94,0.88,0.97
garden,0.01,0,0.05,0.07,0.07,0.1,0.16,0.2,0.23,0.28,0.36,0.38,0.53,0.47,0.58
grass,0.06,0.1,0.19,0.27,0.26,0.37,0.47,0.53,0.6,0.71,0.72,0.71,0.87,0.77,0.92
hose,0.03,0.01,0.07,0.1,0.09,0.15,0.22,0.26,0.33,0.4,0.48,0.54,0.67,0.55,0.67
ladder,0.01,0,0.06,0.08,0.09,0.17,0.16,0.32,0.31,0.39,0.48,0.52,0.65,0.55,0.67
lawn mower,0.03,0.04,0.12,0.13,0.16,0.22,0.28,0.36,0.35,0.42,0.48,0.55,0.63,0.55,0.69
moon,0.23,0.2,0.4,0.44,0.47,0.54,0.66,0.65,0.76,0.78,0.81,0.79,0.92,0.84,0.93
pool,0.1,0.12,0.19,0.27,0.34,0.36,0.44,0.46,0.58,0.63,0.73,0.73,0.85,0.75,0.86
rain,0.07,0.12,0.25,0.34,0.39,0.41,0.56,0.67,0.7,0.77,0.73,0.87,0.93,0.86,0.96
rock,0.13,0.19,0.28,0.39,0.36,0.46,0.6,0.65,0.67,0.69,0.78,0.81,0.9,0.83,0.93
roof,0.01,0,0.02,0.04,0.06,0.07,0.14,0.16,0.2,0.27,0.3,0.39,0.53,0.47,0.6
sandbox,0.01,0.01,0.08,0.1,0.1,0.13,0.21,0.25,0.33,0.37,0.46,0.52,0.64,0.55,0.68
shovel,0.04,0.03,0.08,0.16,0.16,0.24,0.28,0.4,0.39,0.48,0.52,0.6,0.75,0.63,0.78
sidewalk,0.01,0.01,0.04,0.09,0.09,0.09,0.18,0.24,0.3,0.36,0.41,0.48,0.62,0.57,0.69
sky,0.06,0.07,0.2,0.26,0.26,0.34,0.43,0.46,0.55,0.57,0.61,0.69,0.81,0.73,0.85
slide,0.09,0.11,0.21,0.34,0.34,0.39,0.54,0.58,0.63,0.68,0.7,0.73,0.87,0.79,0.87
snow,0.05,0.09,0.15,0.19,0.24,0.3,0.44,0.49,0.48,0.52,0.58,0.67,0.71,0.69,0.8
snowman,0.01,0.02,0.04,0.08,0.1,0.17,0.24,0.29,0.32,0.4,0.46,0.5,0.61,0.59,0.75
sprinkler,0.01,0.01,0.03,0.06,0.05,0.08,0.13,0.16,0.23,0.33,0.3,0.4,0.51,0.45,0.57
star,0.11,0.18,0.25,0.31,0.37,0.5,0.54,0.56,0.67,0.71,0.71,0.76,0.88,0.82,0.91
stick,0.05,0.08,0.16,0.21,0.2,0.26,0.38,0.48,0.54,0.56,0.66,0.71,0.81,0.72,0.87
stone,0.01,0.01,0.05,0.05,0.07,0.08,0.16,0.13,0.2,0.23,0.29,0.3,0.41,0.34,0.46
street,0.02,0.02,0.07,0.14,0.13,0.21,0.3,0.37,0.43,0.51,0.59,0.58,0.78,0.73,0.85
sun,0.06,0.1,0.19,0.32,0.32,0.42,0.48,0.56,0.64,0.72,0.73,0.77,0.89,0.83,0.93
swing_outside ,0.14,0.18,0.31,0.41,0.41,0.47,0.62,0.66,0.68,0.74,0.8,0.82,0.89,0.83,0.92
tree,0.21,0.25,0.41,0.49,0.55,0.61,0.68,0.79,0.8,0.82,0.86,0.89,0.94,0.88,0.96
water_outside,0.25,0.24,0.44,0.54,0.63,0.6,0.74,0.79,0.82,0.85,0.87,0.95,0.97,0.9,0.98
wind,0.02,0.03,0.1,0.16,0.16,0.21,0.3,0.37,0.4,0.5,0.49,0.62,0.71,0.64,0.76
beach,0.05,0.03,0.07,0.15,0.19,0.2,0.28,0.29,0.3,0.42,0.51,0.59,0.68,0.59,0.71
camping,0.01,0,0.01,0.01,0.03,0.08,0.06,0.11,0.11,0.15,0.21,0.21,0.3,0.31,0.33
church,0.03,0.09,0.12,0.18,0.2,0.23,0.28,0.33,0.38,0.44,0.54,0.46,0.57,0.58,0.69
circus,0,0,0.01,0.01,0.03,0.04,0.08,0.1,0.13,0.18,0.24,0.25,0.37,0.35,0.43
country,0,0,0,0,0.01,0.02,0.04,0.03,0.04,0.08,0.07,0.08,0.16,0.15,0.21
downtown,0,0,0,0.02,0.03,0.02,0.05,0.1,0.08,0.14,0.14,0.23,0.23,0.29,0.27
farm,0.01,0.01,0.04,0.09,0.11,0.12,0.2,0.27,0.29,0.35,0.39,0.47,0.57,0.49,0.65
gas station,0,0,0.03,0.03,0.05,0.06,0.14,0.15,0.21,0.26,0.35,0.37,0.56,0.56,0.64
home,0.11,0.18,0.31,0.41,0.43,0.48,0.6,0.67,0.71,0.81,0.85,0.85,0.91,0.83,0.93
house,0.08,0.12,0.24,0.32,0.34,0.4,0.5,0.6,0.66,0.72,0.73,0.78,0.88,0.83,0.93
movie,0.01,0.02,0.06,0.08,0.11,0.16,0.23,0.3,0.34,0.39,0.44,0.49,0.65,0.65,0.72
outside,0.23,0.3,0.43,0.52,0.59,0.62,0.71,0.76,0.76,0.8,0.85,0.87,0.93,0.87,0.95
park,0.07,0.13,0.21,0.29,0.32,0.37,0.52,0.55,0.62,0.68,0.77,0.75,0.85,0.81,0.9
party,0.01,0.01,0.07,0.09,0.12,0.16,0.24,0.32,0.44,0.5,0.57,0.55,0.76,0.68,0.77
picnic,0,0.01,0.03,0.05,0.07,0.06,0.1,0.19,0.23,0.27,0.4,0.45,0.52,0.51,0.64
playground,0.01,0.02,0.06,0.07,0.08,0.12,0.2,0.26,0.3,0.38,0.43,0.45,0.57,0.63,0.66
school,0.04,0.08,0.17,0.24,0.28,0.33,0.47,0.56,0.57,0.69,0.69,0.73,0.85,0.83,0.91
store,0.04,0.04,0.16,0.23,0.25,0.32,0.44,0.53,0.59,0.65,0.77,0.73,0.88,0.78,0.89
woods,0.01,0.01,0.01,0.02,0.02,0.07,0.06,0.09,0.08,0.15,0.18,0.23,0.27,0.26,0.37
work,0.06,0.05,0.15,0.2,0.24,0.28,0.44,0.49,0.57,0.63,0.71,0.73,0.86,0.74,0.88
yard,0.01,0.02,0.05,0.09,0.08,0.15,0.16,0.23,0.3,0.39,0.48,0.46,0.61,0.56,0.71
zoo,0.04,0.08,0.12,0.12,0.2,0.23,0.31,0.37,0.46,0.48,0.54,0.59,0.73,0.68,0.77
aunt,0.06,0.08,0.14,0.15,0.18,0.19,0.35,0.36,0.45,0.51,0.58,0.62,0.72,0.65,0.72
baby,0.53,0.6,0.73,0.75,0.81,0.85,0.88,0.93,0.91,0.94,0.96,0.92,0.98,0.96,0.97
babysitter,0.01,0,0.01,0.02,0.03,0.02,0.08,0.14,0.12,0.15,0.18,0.26,0.34,0.29,0.38
babysitter's name,0.19,0.2,0.25,0.3,0.31,0.33,0.4,0.47,0.48,0.48,0.59,0.61,0.68,0.59,0.72
boy,0.08,0.12,0.22,0.31,0.32,0.37,0.46,0.56,0.58,0.65,0.75,0.76,0.85,0.8,0.9
brother,0.07,0.13,0.14,0.18,0.18,0.26,0.26,0.34,0.35,0.39,0.51,0.48,0.61,0.56,0.64
child,0.01,0.01,0.03,0.03,0.04,0.04,0.08,0.11,0.15,0.17,0.16,0.26,0.33,0.3,0.37
clown,0.02,0.03,0.09,0.12,0.15,0.15,0.19,0.27,0.32,0.39,0.45,0.49,0.7,0.51,0.67
cowboy,0,0,0.01,0.02,0.03,0.04,0.08,0.11,0.16,0.2,0.21,0.23,0.41,0.36,0.47
daddy,0.92,0.94,0.95,0.96,0.96,0.95,0.96,0.98,0.97,0.97,0.99,0.98,0.99,0.98,0.99
doctor,0.03,0.05,0.15,0.19,0.24,0.26,0.34,0.39,0.51,0.56,0.63,0.72,0.79,0.76,0.88
fireman,0,0.01,0.04,0.03,0.06,0.08,0.15,0.22,0.27,0.3,0.43,0.47,0.59,0.55,0.7
friend,0.02,0.02,0.06,0.09,0.13,0.14,0.26,0.31,0.35,0.38,0.48,0.5,0.68,0.64,0.78
girl,0.07,0.09,0.2,0.29,0.3,0.35,0.45,0.5,0.53,0.59,0.64,0.67,0.82,0.75,0.86
grandma,0.41,0.44,0.58,0.65,0.69,0.74,0.82,0.86,0.86,0.9,0.94,0.91,0.96,0.94,0.98
grandpa,0.34,0.39,0.54,0.58,0.61,0.67,0.76,0.79,0.79,0.87,0.87,0.85,0.93,0.9,0.94
lady,0.02,0.01,0.07,0.09,0.15,0.15,0.22,0.27,0.3,0.36,0.44,0.48,0.6,0.46,0.61
mailman,0.01,0.01,0.04,0.07,0.07,0.12,0.16,0.2,0.23,0.3,0.41,0.46,0.53,0.47,0.64
man,0.05,0.04,0.12,0.18,0.22,0.26,0.34,0.44,0.44,0.49,0.61,0.63,0.75,0.67,0.8
mommy,0.93,0.93,0.97,0.97,0.96,0.97,0.96,0.99,0.98,0.97,0.99,0.98,0.99,0.98,0.99
nurse,0.01,0.01,0.01,0.02,0.04,0.05,0.08,0.08,0.1,0.14,0.19,0.19,0.3,0.26,0.39
child's own name,0.25,0.33,0.44,0.51,0.52,0.64,0.7,0.73,0.78,0.83,0.87,0.88,0.94,0.91,0.97
people,0.03,0.02,0.09,0.13,0.11,0.13,0.3,0.29,0.33,0.36,0.49,0.55,0.64,0.57,0.72
person,0.01,0.01,0.01,0.02,0.04,0.03,0.05,0.06,0.11,0.14,0.19,0.21,0.29,0.25,0.33
pet's name,0.3,0.29,0.45,0.43,0.47,0.54,0.57,0.6,0.63,0.63,0.7,0.66,0.81,0.69,0.77
police,0.01,0,0.03,0.02,0.04,0.06,0.12,0.17,0.22,0.28,0.38,0.42,0.52,0.48,0.65
sister,0.1,0.14,0.16,0.19,0.23,0.27,0.3,0.34,0.38,0.41,0.52,0.41,0.59,0.52,0.66
teacher,0.01,0.02,0.05,0.07,0.07,0.09,0.17,0.17,0.3,0.29,0.38,0.39,0.54,0.56,0.65
uncle,0.03,0.04,0.12,0.14,0.17,0.21,0.34,0.35,0.43,0.51,0.56,0.55,0.69,0.62,0.75
bath,0.36,0.45,0.57,0.63,0.67,0.7,0.82,0.85,0.85,0.86,0.93,0.9,0.97,0.93,0.97
breakfast,0.06,0.08,0.15,0.21,0.25,0.32,0.43,0.49,0.54,0.62,0.61,0.69,0.82,0.78,0.87
bye,0.72,0.75,0.88,0.88,0.91,0.91,0.92,0.94,0.95,0.96,0.97,0.93,0.98,0.97,0.98
call,0.1,0.13,0.2,0.25,0.28,0.35,0.46,0.54,0.58,0.67,0.69,0.68,0.81,0.74,0.86
dinner,0.05,0.05,0.13,0.17,0.23,0.32,0.42,0.47,0.53,0.59,0.63,0.67,0.82,0.76,0.86
give me five!,0.07,0.11,0.19,0.26,0.31,0.27,0.36,0.37,0.48,0.56,0.57,0.59,0.7,0.68,0.72
gonna get you!,0.08,0.12,0.17,0.22,0.23,0.26,0.33,0.47,0.5,0.57,0.68,0.59,0.78,0.69,0.78
go potty,0.06,0.13,0.22,0.31,0.32,0.42,0.52,0.58,0.67,0.7,0.8,0.83,0.89,0.83,0.94
hello,0.33,0.48,0.5,0.58,0.64,0.67,0.75,0.78,0.74,0.75,0.77,0.76,0.82,0.85,0.88
hi,0.65,0.54,0.71,0.72,0.76,0.74,0.77,0.84,0.89,0.92,0.93,0.93,0.98,0.93,0.95
lunch,0.05,0.06,0.16,0.18,0.24,0.3,0.36,0.48,0.53,0.6,0.65,0.64,0.81,0.8,0.88
nap,0.08,0.11,0.22,0.27,0.35,0.39,0.52,0.58,0.67,0.72,0.82,0.79,0.91,0.84,0.94
night night,0.41,0.44,0.59,0.67,0.68,0.76,0.78,0.83,0.82,0.87,0.9,0.88,0.95,0.93,0.97
no,0.64,0.7,0.78,0.83,0.85,0.89,0.91,0.93,0.95,0.93,0.97,0.95,0.98,0.97,1
pattycake,0.08,0.13,0.18,0.23,0.26,0.3,0.35,0.38,0.45,0.5,0.56,0.59,0.73,0.62,0.73
peekaboo,0.33,0.4,0.49,0.57,0.58,0.61,0.67,0.78,0.77,0.81,0.85,0.86,0.91,0.84,0.94
please,0.27,0.36,0.49,0.56,0.68,0.74,0.76,0.85,0.87,0.86,0.93,0.94,0.98,0.96,0.98
shh/shush/hush,0.31,0.47,0.5,0.57,0.62,0.7,0.67,0.77,0.81,0.84,0.9,0.81,0.93,0.89,0.94
shopping,0.02,0.03,0.09,0.13,0.12,0.18,0.28,0.37,0.43,0.5,0.56,0.59,0.75,0.64,0.8
snack,0.05,0.12,0.2,0.22,0.29,0.33,0.41,0.55,0.57,0.62,0.66,0.67,0.8,0.78,0.88
so big!,0.06,0.08,0.14,0.12,0.19,0.23,0.28,0.37,0.4,0.5,0.54,0.49,0.62,0.6,0.67
thank you,0.37,0.44,0.56,0.62,0.66,0.72,0.78,0.84,0.86,0.88,0.91,0.94,0.97,0.98,0.98
this little piggy,0.04,0.04,0.11,0.13,0.15,0.18,0.24,0.32,0.4,0.44,0.45,0.52,0.68,0.58,0.71
turn around,0.02,0.03,0.07,0.14,0.14,0.16,0.26,0.35,0.41,0.47,0.54,0.56,0.71,0.63,0.77
yes,0.35,0.42,0.51,0.59,0.72,0.79,0.81,0.84,0.88,0.91,0.93,0.94,0.96,0.97,0.99
bite,0.13,0.17,0.29,0.36,0.37,0.45,0.59,0.64,0.66,0.73,0.78,0.77,0.91,0.81,0.9
blow,0.07,0.05,0.17,0.24,0.27,0.27,0.43,0.45,0.57,0.63,0.68,0.68,0.86,0.7,0.86
break,0.02,0.03,0.09,0.13,0.19,0.22,0.4,0.48,0.48,0.57,0.69,0.64,0.83,0.75,0.9
bring,0.02,0.03,0.07,0.1,0.11,0.17,0.2,0.34,0.34,0.44,0.51,0.5,0.68,0.61,0.74
build,0.01,0.01,0.03,0.05,0.07,0.11,0.19,0.28,0.32,0.39,0.47,0.51,0.63,0.63,0.76
bump,0.06,0.07,0.13,0.14,0.2,0.18,0.36,0.37,0.41,0.47,0.57,0.51,0.71,0.66,0.76
buy,0.01,0.01,0.04,0.05,0.09,0.1,0.18,0.23,0.28,0.35,0.44,0.49,0.63,0.64,0.73
carry,0.01,0.02,0.07,0.13,0.14,0.22,0.3,0.4,0.44,0.56,0.61,0.64,0.76,0.75,0.82
catch,0.02,0.03,0.09,0.11,0.15,0.2,0.3,0.39,0.47,0.53,0.59,0.64,0.77,0.72,0.83
chase,0.01,0.03,0.05,0.08,0.08,0.1,0.16,0.25,0.28,0.36,0.36,0.37,0.6,0.52,0.65
clap,0.07,0.12,0.21,0.29,0.32,0.31,0.49,0.5,0.6,0.64,0.67,0.67,0.82,0.75,0.86
clean_verb,0.03,0.07,0.14,0.21,0.28,0.28,0.42,0.46,0.56,0.61,0.69,0.67,0.86,0.75,0.9
climb,0.02,0.04,0.07,0.13,0.15,0.18,0.34,0.37,0.45,0.52,0.56,0.57,0.75,0.7,0.81
close,0.06,0.06,0.14,0.17,0.25,0.25,0.4,0.45,0.52,0.58,0.66,0.66,0.83,0.78,0.86
cook,0.03,0.04,0.12,0.14,0.21,0.26,0.3,0.42,0.5,0.57,0.61,0.61,0.77,0.72,0.81
cover,0.01,0.01,0.03,0.06,0.07,0.09,0.16,0.22,0.27,0.31,0.43,0.39,0.62,0.56,0.65
cry,0.04,0.09,0.14,0.22,0.3,0.36,0.46,0.55,0.61,0.72,0.8,0.76,0.9,0.85,0.94
cut,0.01,0.01,0.04,0.08,0.11,0.13,0.22,0.31,0.36,0.47,0.54,0.55,0.72,0.66,0.77
dance,0.07,0.11,0.2,0.27,0.28,0.35,0.51,0.51,0.61,0.66,0.72,0.71,0.85,0.8,0.92
draw,0.02,0.03,0.09,0.16,0.14,0.26,0.32,0.37,0.46,0.52,0.57,0.59,0.76,0.69,0.83
drink_verb,0.15,0.18,0.33,0.41,0.44,0.51,0.66,0.69,0.77,0.78,0.83,0.81,0.92,0.85,0.93
drive,0.02,0.03,0.09,0.14,0.16,0.24,0.34,0.45,0.5,0.57,0.6,0.66,0.82,0.75,0.85
drop,0.01,0.03,0.07,0.11,0.13,0.15,0.32,0.37,0.43,0.44,0.6,0.54,0.75,0.66,0.82
dry_verb,0.01,0.03,0.05,0.09,0.14,0.16,0.24,0.3,0.36,0.46,0.5,0.52,0.73,0.65,0.76
dump,0.01,0.01,0.03,0.06,0.09,0.06,0.12,0.23,0.23,0.25,0.28,0.35,0.45,0.45,0.53
eat,0.17,0.24,0.43,0.51,0.51,0.64,0.7,0.8,0.82,0.86,0.91,0.91,0.96,0.92,0.96
fall,0.04,0.07,0.14,0.23,0.24,0.33,0.48,0.57,0.61,0.71,0.79,0.75,0.9,0.8,0.93
feed,0.01,0.02,0.05,0.1,0.12,0.12,0.22,0.32,0.33,0.43,0.51,0.54,0.7,0.62,0.75
find,0.01,0.02,0.07,0.11,0.15,0.18,0.31,0.38,0.43,0.52,0.58,0.61,0.79,0.68,0.82
finish,0.01,0.03,0.05,0.07,0.08,0.07,0.16,0.23,0.26,0.34,0.39,0.41,0.59,0.56,0.63
fit,0,0,0.03,0.04,0.05,0.06,0.12,0.18,0.22,0.29,0.38,0.37,0.54,0.51,0.6
fix,0.01,0.02,0.09,0.13,0.18,0.21,0.32,0.44,0.48,0.56,0.64,0.66,0.83,0.71,0.85
get,0.06,0.07,0.17,0.22,0.22,0.3,0.44,0.52,0.55,0.62,0.7,0.69,0.87,0.79,0.84
give,0.03,0.03,0.06,0.12,0.14,0.17,0.28,0.35,0.42,0.49,0.6,0.58,0.78,0.71,0.79
go,0.25,0.34,0.45,0.56,0.59,0.67,0.72,0.8,0.82,0.85,0.88,0.87,0.95,0.93,0.96
hate,0,0,0,0.01,0.01,0,0.04,0.06,0.05,0.1,0.19,0.15,0.22,0.2,0.27
have,0.01,0.02,0.06,0.1,0.13,0.15,0.27,0.35,0.4,0.47,0.57,0.6,0.75,0.7,0.78
